Obs No,HOME TYPE,CITY,BEDS,BATHS,SQFT,LOT SIZE,RATIO,AGE,YEAR BUILT, LIST PRICE ,DAYS ON MARKET, PRICE/SQFT , ORIGINAL LIST PRICE , LAST SALE PRICE , LAST PRICE/SQFT ,LAST SALE DATE,LATITUDE,LONGITUDE
784,Single Family Residential,Diamond Bar,3,3,2321,10820,4.66,52,1966,649000,50,279.62,649000,625000.00,269.28,5/28/2008,34.032885,-117.802074
785,Townhouse,Diamond Bar,3,2,1760,2266,1.29,38,1980,499700,59,283.92,499700,490000.00,278.41,3/27/2006,33.998771,-117.847703
786,Single Family Residential,Los Angeles,5,5,4012,6482,1.62,41,1977,1129000,85,281.41,1129000,770000.00,191.92,3/5/2014,33.73563,-118.312172
787,Single Family Residential,Diamond Bar,4,2,1980,13201,6.67,44,1974,718000,8,362.63,718000,59500.00,30.05,8/9/1976,33.998444,-117.810109
788,Townhouse,Westlake Village,3,3,1485,9434,6.35,10,2008,559000,86,376.43,585000,448000.00,301.68,2/15/2013,34.274968,-118.576261
789,Single Family Residential,Los Angeles,3,2,1120,5012,4.48,63,1955,749900,4,669.55,749900,238000.00,212.5,11/9/1990,33.902159,-118.373984
790,Townhouse,Irvine,2,2,1016,871,0.86,31,1987,426000,93,419.29,426000,393500.00,387.3,5/20/2004,33.700698,-117.772196
791,Single Family Residential,Westlake Village,5,5.5,5347,28150,5.26,26,1992,2372204,58,406.77,2332691,1380262.00,224.42,8/25/1998,34.193844,-118.820486
792,Single Family Residential,Westlake Village,4,2,1935,8012,4.14,54,1964,579000,10,299.22,579000,178500.00,92.25,4/14/1994,34.260284,-118.783564
793,Single Family Residential,Diamond Bar,4,2.75,2933,10998,3.75,30,1988,938000,134,319.81,988000,370000.00,126.15,9/25/2002,34.005705,-117.793669
794,Single Family Residential,Westlake Village,4,3,3187,8138,2.55,29,1989,740000,51,232.19,740000,849000.00,266.39,9/21/2005,34.252083,-118.777857
795,Single Family Residential,Westlake Village,4,3,2372,8017,3.38,49,1969,1050000,63,442.66,1129000,885000.00,373.1,4/12/2005,34.148226,-118.844637
796,Townhouse,Redondo Beach,3,2.5,1903,2799,1.47,33,1985,1300000,8,683.13,1300000,1218000.00,640.04,12/1/2005,33.898295,-118.390958
797,Single Family Residential,Westlake Village,5,3,3511,8368,2.38,40,1978,859000,7,244.66,859000,800000.00,227.86,10/26/2004,34.282128,-118.537811
798,Single Family Residential,Palos Verdes Area,4,3.25,3084,8390,2.72,13,2005,2450000,1,794.42,2450000,2150000.00,697.15,7/8/2008,33.801801,-118.366603
799,Single Family Residential,Westlake Village,3,2,5400,1662,3.25,83,1935,440000,16,264.74,440000,281500.00,169.37,2/11/2002,34.261736,-118.675243
800,Single Family Residential,Diamond Bar,4,3,2601,9059,3.48,41,1977,945000,15,363.32,945000,461000.00,177.24,12/11/2003,33.989443,-117.835541
801,Single Family Residential,Westlake Village,4,3,3833,24829,6.48,28,1990,1775000,2,463.08,1775000,800000.00,208.71,1/18/2000,34.194674,-118.804867
802,Single Family Residential,Westlake Village,4,2.5,2018,5913,2.93,18,2000,577000,162,285.93,577000,283500.00,140.49,10/11/2000,34.265057,-118.671103
803,Single Family Residential,Irvine,3,2,1534,5775,3.76,47,1971,729900,18,475.81,729900,636000.00,414.6,9/9/2005,33.702316,-117.785987
804,Single Family Residential,Westlake Village,4,2,1200,7740,6.45,60,1958,430000,87,358.33,430000,250000.00,208.33,12/15/2010,34.264692,-118.783022
805,Townhouse,Westlake Village,3,2,1051,1306,1.24,40,1978,319000,47,303.52,319000,355000.00,337.77,1/25/2008,34.281327,-118.729232
806,Single Family Residential,Diamond Bar,4,3,2325,8125,3.49,38,1980,789000,157,339.35,828000,320000.00,137.63,6/29/2001,33.973696,-117.845729
807,Single Family Residential,Los Angeles,3,1,3511,936,3.75,92,1926,339999,31,363.25,339999,207000.00,221.15,10/16/2015,33.985272,-118.302932
808,Single Family Residential,Westlake Village,4,3.5,2482,6000,2.42,14,2004,634900,38,255.8,644900,430000.00,173.25,2/20/2013,34.261517,-118.669138
809,Single Family Residential,Irvine,3,2.5,1681,2614,1.56,40,1978,719000,114,427.72,738000,306500.00,182.33,7/25/2001,33.685301,-117.790657
810,Single Family Residential,Westlake Village,4,3,2839,24514,8.63,29,1989,1499999,17,528.35,1499999,1330000.00,468.47,3/3/2010,34.194713,-118.793555
811,Townhouse,Los Angeles,3,1.75,1128,5177,4.59,41,1977,365000,156,323.58,369900,329000.00,291.67,6/13/2014,33.736366,-118.297997
812,Single Family Residential,Irvine,4,3,2304,5049,2.19,47,1971,788888,34,342.4,788888,227000.00,98.52,8/25/1995,33.690956,-117.779665
813,Single Family Residential,Diamond Bar,4,2.75,2712,9192,3.39,40,1978,829000,417,305.68,829000,370000.00,136.43,8/28/1990,33.966378,-117.837874
814,Single Family Residential,Los Angeles,4,2,1637,4046,2.47,68,1950,450000,56,274.89,450000,325000.00,198.53,12/1/2003,33.805825,-118.260809
815,Single Family Residential,Irvine,2,2,1189,2986,2.51,43,1975,589888,41,496.12,589888,478000.00,402.02,5/6/2010,33.659682,-117.801586
816,Single Family Residential,Irvine,4,4.5,2933,6970,2.38,8,2010,1480000,2,504.6,1480000,1280000.00,436.41,6/7/2013,33.703138,-117.7215
817,Single Family Residential,Diamond Bar,4,2,2056,12038,5.86,56,1962,610000,18,296.69,610000,420000.00,204.28,2/8/2013,34.028789,-117.813211
818,Single Family Residential,Los Angeles,5,1.75,2264,5716,2.52,67,1951,535000,1,236.31,535000,440000.00,194.35,8/28/2013,33.815577,-118.274124
819,Single Family Residential,Diamond Bar,4,2.25,1970,8189,4.16,54,1964,608000,91,308.63,638500,450000.00,228.43,8/20/2009,34.0223,-117.79844
820,Single Family Residential,Westside,2,1,734,2500,3.41,71,1947,810000,41,1103.54,810000,23500.00,32.02,9/6/1972,,
821,Single Family Residential,Irvine,3,2.5,1941,3060,1.58,42,1976,669900,17,345.13,669900,292000.00,150.44,8/30/2000,33.706841,-117.78192
822,Single Family Residential,Westside,4,3.5,2785,6016,2.16,43,1975,1980000,28,710.95,1980000,823000.00,295.51,8/29/2002,34.021202,-118.453087
823,Single Family Residential,Westside,2,1,1126,6062,5.38,91,1927,1675000,17,1487.57,1700000,1300000.00,1154.53,11/19/2015,33.998595,-118.45781
824,Single Family Residential,Los Angeles,3,2,1087,5699,5.24,75,1943,475000,1,436.98,475000,322000.00,296.23,11/30/2009,33.809261,-118.26788
825,Single Family Residential,Irvine,4,3,1900,3400,1.79,33,1985,839000,74,441.58,855000,669000.00,352.11,4/1/2004,33.669524,-117.794635
826,Single Family Residential,Irvine,5,2.5,2466,6534,2.65,39,1979,1059000,100,429.44,1059000,865000.00,350.77,7/2/2014,33.707046,-117.768455
827,Single Family Residential,Irvine,4,2.5,1954,6534,3.34,47,1971,845000,183,432.45,879000,33500.00,17.14,10/26/1971,33.686456,-117.780467
828,Single Family Residential,Westside,3,1.75,1311,9131,6.96,68,1950,779900,69,594.89,799900,399900.00,305.03,12/21/2012,33.968202,-118.372979
829,Single Family Residential,Los Angeles,3,2,1851,7314,3.95,64,1954,679000,2,366.83,679000,608000.00,328.47,11/5/2013,33.864206,-118.334345
830,Single Family Residential,Los Angeles,3,2,1493,4809,3.22,106,1912,340000,220,227.73,359000,173000.00,115.87,4/27/2011,33.988594,-118.296796
831,Single Family Residential,Irvine,6,6.5,6141,14217,2.32,12,2006,4888000,61,795.96,4888000,2850500.00,464.18,5/17/2006,33.621791,-117.814781
832,Single Family Residential,Westlake Village,4,2,2008,12503,6.23,20,1998,669000,24,333.17,669000,570000.00,283.86,10/15/2009,34.257624,-118.774797
833,Single Family Residential,Diamond Bar,3,2,1365,6601,4.84,49,1969,510000,14,373.63,510000,186000.00,136.26,5/29/1992,34.024446,-117.819432
834,Single Family Residential,Los Angeles,4,3,2469,10188,4.13,67,1951,1375000,13,556.91,1375000,460000.00,186.31,4/8/2003,33.969762,-118.381564
835,Single Family Residential,Redondo Beach,5,3.75,3873,5995,1.55,29,1989,2195000,157,566.74,2395000,1315000.00,339.53,4/27/2011,33.877797,-118.380721
836,Townhouse,Los Angeles,3,3,1611,8325,5.17,28,1990,435000,7,270.02,435000,97000.00,60.21,6/24/1994,33.791443,-118.300743
837,Single Family Residential,Westside,4,3,2292,6153,2.68,67,1951,1599000,107,697.64,1599000,750000.00,327.23,5/4/2010,33.976728,-118.401639
838,Single Family Residential,Los Angeles,3,2,1629,5858,3.6,71,1947,1299000,50,797.42,1349000,595000.00,365.25,5/27/2003,33.969221,-118.40995
839,Single Family Residential,Los Angeles,3,1.75,4786,1088,4.4,70,1948,1295000,13,1190.26,1295000,749000.00,688.42,9/7/2007,34.004815,-118.446583
840,Single Family Residential,Diamond Bar,3,2,1188,8434,7.1,55,1963,565000,6,475.59,565000,380000.00,319.87,9/30/2015,34.001105,-117.848175
841,Single Family Residential,Diamond Bar,5,6,6598,57278,8.68,19,1999,3688000,602,558.96,3888000,2850000.00,431.95,7/20/2010,33.970722,-117.829449
842,Single Family Residential,Diamond Bar,4,3,2219,9875,4.45,32,1986,699000,27,315.01,729000,518000.00,233.44,3/9/2012,34.02839,-117.788579
843,Single Family Residential,Westlake Village,4,2,1304,7118,5.46,54,1964,460000,157,352.76,465000,375390.00,287.88,3/19/2013,34.261092,-118.753488
844,Single Family Residential,Los Angeles,4,2.75,1563,4760,3.05,78,1940,594000,163,380.04,649000,235000.00,150.35,4/6/2001,33.746724,-118.305995
845,Single Family Residential,Irvine,4,2.5,2640,5700,2.16,40,1978,998000,48,378.03,1028000,795000.00,301.14,4/3/2013,33.709003,-117.761019
846,Single Family Residential,Diamond Bar,4,2,1704,8419,4.94,43,1975,714000,27,419.01,714000,265000.00,155.52,5/17/2000,33.997453,-117.804728
847,Single Family Residential,Irvine,5,3,3887,9148,2.35,39,1979,1595000,86,410.34,1650000,520000.00,133.78,6/17/1991,33.679202,-117.791225
848,Single Family Residential,Westside,4,2.5,3489,5650,1.62,25,1993,2575000,14,738.03,2575000,1300000.00,372.6,3/20/2007,34.00457,-118.474452
849,Single Family Residential,Los Angeles,4,1.75,1485,5880,3.96,68,1950,619900,2,417.44,619900,279500.00,188.22,7/23/2001,33.812217,-118.310618
850,Single Family Residential,Westside,3,2,2457,9474,3.86,72,1946,3300000,225,1343.1,3300000,2200000.00,895.4,4/1/2014,34.03289,-118.506727
851,Townhouse,Irvine,3,3,2026,2000,0.99,13,2005,779900,56,384.95,788000,749000.00,369.69,7/17/2006,33.699696,-117.753667
852,Single Family Residential,Irvine,4,3.5,3049,4095,1.34,14,2004,1628000,143,533.95,1688000,1001000.00,328.3,5/15/2006,33.643844,-117.77206
853,Single Family Residential,Irvine,3,2,1156,4792,4.15,46,1972,660000,224,570.93,660000,472500.00,408.74,12/15/2011,33.696189,-117.781533
854,Single Family Residential,Irvine,3,3,2370,3000,1.27,32,1986,1275000,89,537.97,1399000,464500.00,195.99,12/3/1996,33.642945,-117.811786
855,Single Family Residential,Westside,4,4,2644,3001,1.14,64,1954,1600000,102,605.14,1600000,25000.00,9.46,9/1/1972,33.986905,-118.451207
856,Single Family Residential,Westlake Village,3,1.75,1497,7258,4.85,60,1958,479900,2,320.57,479900,260000.00,173.68,1/2/2012,34.26537,-118.781718
857,Townhouse,Irvine,3,2.5,1350,1350,1,13,2005,558888,2,413.99,558888,535000.00,396.3,12/20/2005,33.712027,-117.78256
858,Single Family Residential,Los Angeles,3,3,2236,2500,1.12,53,1965,1185000,59,529.96,1200000,735000.00,328.71,9/21/2007,33.71234,-118.290364
859,Single Family Residential,Redondo Beach,3,1,903,2491,2.76,62,1956,700000,1,775.19,700000,623500.00,690.48,10/27/2006,33.870956,-118.389562
860,Single Family Residential,Los Angeles,3,2,1843,6173,3.35,73,1945,1099000,1,596.31,1099000,375000.00,203.47,5/14/1999,33.965568,-118.407947
861,Single Family Residential,Los Angeles,4,2.5,2325,6326,2.72,47,1971,1179000,190,507.1,1279000,1080000.00,464.52,11/21/2014,33.800951,-118.355667
862,Single Family Residential,Los Angeles,4,2,1410,5333,3.78,74,1944,590000,129,418.44,599900,392000.00,278.01,11/16/2011,33.793664,-118.314188
863,Single Family Residential,Palos Verdes Area,3,2.75,1558,6067,3.89,68,1950,715000,107,458.92,715000,759000.00,487.16,2/16/2007,33.753131,-118.310269
864,Single Family Residential,Westlake Village,4,3,3187,7114,2.23,29,1989,735000,21,230.62,735000,370500.00,116.25,3/31/1989,34.25151,-118.776955
865,Single Family Residential,Los Angeles,3,2,1288,6031,4.68,96,1922,559000,80,434.01,559000,400000.00,310.56,12/1/2010,33.795669,-118.31485
866,Single Family Residential,Westside,4,3,3535,8320,2.35,89,1929,3395000,41,960.4,3395000,751000.00,212.45,4/18/1997,34.033184,-118.506579
867,Single Family Residential,Los Angeles,3,2,1477,4991,3.38,63,1955,699900,80,473.87,699900,400000.00,270.82,7/1/2004,33.800594,-118.348536
868,Single Family Residential,Westlake Village,5,2.5,2495,4972,1.99,32,1986,645000,152,258.52,689500,774000.00,310.22,7/21/2006,34.246152,-118.803713
869,Single Family Residential,Irvine,4,2.75,3534,6155,1.74,15,2003,2650000,193,749.86,2950000,2380000.00,673.46,5/1/2013,33.628614,-117.825587
870,Single Family Residential,Westlake Village,4,2.5,2113,6848,3.24,54,1964,529000,8,250.35,529000,61000.00,28.87,6/17/1977,34.269997,-118.744364
871,Single Family Residential,Westlake Village,5,3,2614,6548,2.5,49,1969,909000,6,347.74,909000,685000.00,262.05,10/28/2009,34.151933,-118.830743
872,Single Family Residential,Diamond Bar,5,3,2683,8913,3.32,28,1990,768800,14,286.54,729800,275000.00,102.5,3/27/1991,34.038413,-117.801284
873,Townhouse,Redondo Beach,3,3.5,2455,3386,1.38,28,1990,2800000,113,1140.53,2800000,815000.00,331.98,7/28/2000,33.877985,-118.405828
874,Single Family Residential,Los Angeles,2,1,1261,6251,4.96,96,1922,510000,36,404.44,510000,399999.00,317.21,7/2/2015,33.738534,-118.297492
875,Townhouse,Irvine,4,2.75,2345,3484,1.49,14,2004,875000,35,373.13,875000,708000.00,301.92,3/8/2010,33.702294,-117.757426
876,Single Family Residential,Redondo Beach,4,2,2118,18460,8.72,78,1940,8799000,15,4154.39,8799000,1050000.00,495.75,2/28/1996,33.874953,-118.399048
877,Single Family Residential,Los Angeles,4,3,2585,7609,2.94,29,1989,549950,38,212.75,549950,160000.00,61.9,12/31/1998,33.783635,-118.272312
878,Single Family Residential,Palos Verdes Area,6,7,5265,34616,6.57,28,1990,4150000,155,788.22,4150000,2965000.00,563.15,10/14/2010,33.794219,-118.376266
879,Single Family Residential,Los Angeles,3,1,1162,4952,4.26,64,1954,590000,15,507.75,599000,369000.00,317.56,10/18/2010,33.748531,-118.301607
880,Single Family Residential,Irvine,2,2,1276,3049,2.39,52,1966,576800,146,452.04,567900,230000.00,180.25,12/19/2001,33.667307,-117.818394
881,Single Family Residential,Los Angeles,2,1,1057,2835,2.68,68,1950,799000,24,755.91,799000,176000.00,166.51,10/24/1997,34.102936,-118.254696
882,Single Family Residential,Irvine,4,2.5,2550,6000,2.35,47,1971,935000,23,366.67,935000,38000.00,14.9,8/5/1971,33.713607,-117.777193
883,Townhouse,Westside,2,3,1962,15012,7.65,17,2001,1895000,57,965.85,1995000,1445000.00,736.49,10/24/2014,34.025266,-118.498662
884,Single Family Residential,Los Angeles,4,3,2121,4978,2.35,71,1947,1600000,1,754.36,1600000,1050000.00,495.05,4/16/2015,34.000487,-118.44388
885,Single Family Residential,Irvine,4,4.5,2933,6970,2.38,12,2006,1380000,93,470.51,1480000,1280000.00,436.41,6/7/2013,33.703116,-117.721576
886,Single Family Residential,Westlake Village,5,3,3153,6871,2.18,22,1996,819000,59,259.75,819000,591000.00,187.44,8/16/2011,34.23254,-118.815855
887,Single Family Residential,Westlake Village,5,4.25,3734,9366,2.51,12,2006,874950,31,234.32,874950,931500.00,249.46,8/31/2006,34.301488,-118.760066
888,Single Family Residential,Diamond Bar,3,2,1500,7753,5.17,56,1962,585000,26,390,595000,430000.00,286.67,11/14/2007,33.974436,-117.840354
889,Single Family Residential,Los Angeles,3,2,1273,6651,5.22,92,1926,435000,23,341.71,435000,250000.00,196.39,10/26/2015,33.789637,-118.255288
890,Townhouse,Irvine,2,2.5,1200,1000,0.83,19,1999,525000,197,437.5,519000,520000.00,433.33,9/27/2006,33.668538,-117.781626
891,Single Family Residential,Irvine,5,5.5,4540,7980,1.76,12,2006,2100000,56,462.56,2100000,1564500.00,344.6,3/24/2006,33.703355,-117.752624
892,Single Family Residential,Los Angeles,3,1.75,1233,4902,3.98,58,1960,474000,41,384.43,469000,62000.00,50.28,9/15/1977,33.836131,-118.291143
893,Single Family Residential,Diamond Bar,3,3,2446,13049,5.33,51,1967,669888,18,273.87,669888,86500.00,35.36,9/11/1979,34.033257,-117.803993
894,Single Family Residential,Los Angeles,3,1.75,1725,7500,4.35,70,1948,389000,7,225.51,389000,178500.00,103.48,7/25/1988,33.787873,-118.256847
895,Townhouse,Westside,1,1.5,858,5895,6.87,28,1990,1599000,77,1863.64,1799000,799000.00,931.24,12/30/2005,33.998504,-118.476454
896,Townhouse,Westside,3,3.5,2388,4811,2.01,29,1989,1795000,36,751.68,1795000,228500.00,95.69,12/11/1997,33.994894,-118.466359
897,Single Family Residential,Westlake Village,4,3,2508,7740,3.09,40,1978,615000,14,245.22,615000,315000.00,125.6,7/19/1999,34.286521,-118.689876
898,Single Family Residential,Los Angeles,4,1.75,1821,9140,5.02,57,1961,699900,195,384.35,795900,356000.00,195.5,1/12/2000,33.724594,-118.311696
899,Single Family Residential,Los Angeles,3,1.5,1366,6753,4.94,94,1924,479000,3,350.66,475000,395500.00,289.53,4/30/2013,33.744917,-118.294015
900,Single Family Residential,Irvine,4,2.25,2088,6000,2.87,48,1970,899900,116,430.99,949900,750000.00,359.2,7/11/2005,33.682059,-117.780632
901,Single Family Residential,Westlake Village,4,4,3986,8447,2.12,30,1988,978888,161,245.58,998888,1025000.00,257.15,10/28/2005,34.288421,-118.541351
902,Single Family Residential,Irvine,4,3.25,2600,3719,1.43,17,2001,968000,30,372.31,968000,770000.00,296.15,5/12/2011,33.662524,-117.778272
903,Single Family Residential,Los Angeles,4,4,2633,5620,2.13,71,1947,1295000,154,491.83,1585000,247000.00,93.81,4/10/1996,34.030919,-118.441832
904,Single Family Residential,Los Angeles,4,3,2478,7800,3.15,25,1993,1749000,14,705.81,1749000,490000.00,197.74,6/30/1994,33.979973,-118.401719
905,Single Family Residential,Los Angeles,2,1,819,5259,6.42,65,1953,395000,37,482.3,395000,315000.00,384.62,5/29/2014,33.82761,-118.258357
906,Single Family Residential,Diamond Bar,4,3,1412,9820,6.95,42,1976,630000,36,446.18,63000,380000.00,269.12,6/19/2008,34.033523,-117.805208
907,Single Family Residential,Diamond Bar,4,2,2519,8244,3.27,53,1965,618000,131,245.34,638000,545000.00,216.36,1/12/2007,34.031626,-117.806154
908,Single Family Residential,Westlake Village,4,2,1615,5400,3.34,45,1973,532000,38,329.41,539000,318000.00,196.9,6/6/2002,34.284919,-118.72285
909,Townhouse,Westside,2,2,1590,17124,10.77,23,1995,2650000,13,1666.67,2650000,1501000.00,944.03,11/28/2012,34.025091,-118.514356
910,Single Family Residential,Los Angeles,6,3,2940,6053,2.06,73,1945,1550000,40,527.21,1150000,1145454.00,389.61,1/13/1994,33.965433,-118.408497
911,Townhouse,Diamond Bar,3,3,1296,8136,6.28,23,1995,415000,55,320.22,418000,204000.00,157.41,12/4/2001,34.020978,-117.807474
912,Single Family Residential,Los Angeles,3,2,1620,5306,3.28,71,1947,550000,59,339.51,585000,700000.00,432.1,12/4/2007,33.910083,-118.369448
913,Single Family Residential,Los Angeles,2,1,500,1465,2.93,91,1927,219000,30,438,239000,92000.00,184,1/17/2001,33.98638,-118.302233
914,Single Family Residential,Los Angeles,3,1,1182,6004,5.08,75,1943,789000,14,667.51,789000,268000.00,226.73,8/31/1990,33.960182,-118.394398
915,Single Family Residential,Diamond Bar,4,2,2002,9931,4.96,39,1979,749000,65,374.13,749000,238000.00,118.88,6/30/1994,33.992566,-117.829057
916,Single Family Residential,Westlake Village,4,2,1948,7351,3.77,38,1980,549000,52,281.83,549000,279000.00,143.22,6/20/2000,34.290102,-118.731559
917,Single Family Residential,Los Angeles,3,2,1850,11402,6.16,95,1923,1150000,111,621.62,1150000,805000.00,435.14,12/29/2004,34.084765,-118.27807
918,Single Family Residential,Westlake Village,4,3.5,3897,20239,5.19,39,1979,1949999,49,500.38,1999999,1500000.00,384.91,7/21/2015,34.189003,-118.819248
919,Townhouse,Irvine,3,2.5,1960,1960,1,13,2005,769500,84,392.6,779000,706000.00,360.2,11/10/2005,33.6985,-117.755104
920,Single Family Residential,Los Angeles,2,1,888,6249,7.04,67,1951,719000,7,809.68,719000,748500.00,842.91,6/23/2005,33.714942,-118.303752
921,Single Family Residential,Irvine,5,4.5,4000,6874,1.72,14,2004,1788888,206,447.22,1848888,1377500.00,344.38,7/7/2008,33.702494,-117.759192
922,Single Family Residential,Diamond Bar,3,2,1500,7277,4.85,40,1978,625000,13,416.67,625000,327000.00,218,6/19/2003,34.004625,-117.806206
923,Single Family Residential,Westlake Village,4,3.5,4231,9115,2.15,32,1986,843000,15,199.24,850000,419000.00,99.03,6/28/2002,34.291837,-118.673835
924,Single Family Residential,Los Angeles,3,2,1590,6252,3.93,54,1964,799000,3,502.52,799000,705000.00,443.4,7/6/2006,33.818677,-118.348328
925,Single Family Residential,Irvine,4,2.75,1946,5500,2.83,47,1971,749900,14,385.35,749900,29000.00,14.9,10/18/1978,33.690648,-117.774829
926,Single Family Residential,Diamond Bar,4,2,1892,9949,5.26,38,1980,645000,220,340.91,635000,230000.00,121.56,8/5/1992,33.970291,-117.848617
927,Single Family Residential,Irvine,4,3,2129,4050,1.9,42,1976,919000,45,431.66,919000,750000.00,352.28,7/30/2015,33.690982,-117.800373
928,Single Family Residential,Los Angeles,6,3,2810,5004,1.78,106,1912,550000,31,195.73,550000,480000.00,170.82,11/4/2004,33.74574,-118.28254
929,Single Family Residential,Los Angeles,4,3,2748,5123,1.86,32,1986,795000,13,289.3,795000,429000.00,156.11,7/6/2000,33.787376,-118.326648
930,Townhouse,Westside,2,2.5,1434,8998,6.27,35,1983,949000,27,661.79,949000,308000.00,214.78,2/27/1992,34.022126,-118.459084
931,Single Family Residential,Redondo Beach,2,1.75,984,1353,1.38,83,1935,2499000,16,2539.63,2499000,1269000.00,1289.63,8/23/2005,33.884573,-118.40969
932,Single Family Residential,Westlake Village,4,2.5,2797,21042,7.52,18,2000,949900,21,339.61,949900,799900.00,285.98,1/26/2015,34.25213,-118.746316
933,Single Family Residential,Redondo Beach,2,1.75,1336,2464,1.84,71,1947,1999000,31,1496.26,1999000,493000.00,369.01,4/9/1999,33.87331,-118.403879
934,Single Family Residential,Los Angeles,4,3,2008,7202,3.59,99,1919,1350000,139,672.31,1499000,745000.00,371.02,12/22/2014,34.087338,-118.277401
935,Single Family Residential,Diamond Bar,6,5,3801,8865,2.33,17,2001,1800000,93,473.56,1800000,936500.00,246.38,2/20/2004,34.012353,-117.803495
936,Single Family Residential,Redondo Beach,5,4,3077,4436,1.44,15,2003,2750000,50,893.73,2750000,1950000.00,633.73,1/16/2009,33.896148,-118.403727
937,Townhouse,Redondo Beach,2,1.5,1060,7499,7.07,43,1975,519000,1,489.62,519000,464000.00,437.74,8/11/2013,33.877799,-118.371106
938,Single Family Residential,Los Angeles,4,3,2758,10703,3.88,40,1978,707400,57,256.49,744600,689000.00,249.82,6/21/2004,33.75591,-118.299529
939,Single Family Residential,Westside,4,2,1930,6250,3.24,57,1961,1595000,20,826.42,1595000,940000.00,487.05,9/1/2006,34.002746,-118.464571
940,Single Family Residential,Redondo Beach,5,3,3544,7489,2.11,29,1989,1600000,31,451.47,1600000,1115000.00,314.62,12/22/2009,33.882115,-118.374046
941,Single Family Residential,Westlake Village,3,2,1310,5958,4.55,46,1972,519900,13,396.87,519900,500000.00,381.68,7/15/2005,34.272749,-118.719353
942,Single Family Residential,Diamond Bar,4,2,1757,16402,9.34,56,1962,623000,27,354.58,618000,475000.00,270.35,10/28/2014,34.025978,-117.799095
943,Single Family Residential,Diamond Bar,5,4.75,3537,14688,4.15,22,1996,1290000,62,364.72,1398000,508000.00,143.62,1/24/1997,33.971651,-117.8523
944,Single Family Residential,Diamond Bar,4,1.75,1708,8407,4.92,46,1972,625000,48,365.93,650000,559000.00,327.28,6/19/2014,34.008551,-117.811349
945,Single Family Residential,Diamond Bar,4,3.5,3876,33234,8.57,31,1987,2280000,40,588.24,2280000,1168000.00,301.34,2/19/2009,33.978406,-117.830903
946,Single Family Residential,Irvine,3,2.5,1728,2000,1.16,7,2011,727777,27,421.17,727777,543000.00,314.24,6/24/2011,33.698698,-117.719311
947,Single Family Residential,Westside,3,2,1742,5104,2.93,62,1956,1595000,83,915.61,1695000,775000.00,444.89,1/6/2012,34.006321,-118.466029
948,Single Family Residential,Westlake Village,4,3,2577,5709,2.22,13,2005,660000,24,256.11,660000,741000.00,287.54,12/30/2005,34.296558,-118.761107
949,Single Family Residential,Los Angeles,3,1.75,1301,6216,4.78,59,1959,789900,3,607.15,789900,58000.00,44.58,12/1/1975,33.840434,-118.370853
950,Single Family Residential,Westlake Village,3,2,1881,7174,3.81,20,1998,724900,19,385.38,724900,343000.00,182.35,10/27/1998,34.285407,-118.568278
951,Single Family Residential,Irvine,5,2.75,2817,4008,1.42,4,2014,1199888,44,425.95,1199888,1118500.00,397.05,5/21/2014,33.698488,-117.712082
952,Single Family Residential,Los Angeles,4,2.5,1912,8201,4.29,71,1947,1799000,18,940.9,1799000,1286000.00,672.59,3/8/2006,33.965221,-118.422041
953,Single Family Residential,Irvine,4,2.75,2592,4792,1.85,40,1978,960000,94,370.37,1100000,870000.00,335.65,12/9/2013,33.705635,-117.762212
954,Townhouse,Redondo Beach,4,2.5,2318,7494,3.23,14,2004,997888,2,430.5,997888,690000.00,297.67,4/29/2009,33.865474,-118.381609
955,Single Family Residential,Westlake Village,6,9.5,15835,187308,11.83,27,1991,10900000,3,688.35,10900000,1650000.00,104.2,4/10/1992,34.179579,-118.810002
956,Single Family Residential,Los Angeles,3,2,1903,6033,3.17,68,1950,848995,1,378.35,818605,459382.00,112.98,2/24/1994,33.786279,-118.310017
957,Single Family Residential,Redondo Beach,4,3.5,3130,7467,2.39,66,1952,2299999,15,734.82,2299999,1565000.00,500,6/23/2005,33.875437,-118.386254
958,Single Family Residential,Redondo Beach,4,3,2822,7501,2.66,71,1947,1900000,209,673.28,1700000,1435000.00,508.5,8/5/2005,33.882132,-118.395075
959,Single Family Residential,Diamond Bar,3,2,1752,7426,4.24,40,1978,680000,155,388.13,699800,220000.00,125.57,10/19/2001,33.961897,-117.840107
960,Single Family Residential,Los Angeles,3,1,872,4999,5.73,67,1951,585000,3,670.87,585000,449000.00,514.91,5/13/2014,33.858596,-118.330653
961,Single Family Residential,Diamond Bar,4,2,2007,6858,3.42,37,1981,769000,79,383.16,769000,228000.00,113.6,5/5/1994,33.991699,-117.828872
962,Single Family Residential,Diamond Bar,5,4,2552,10098,3.96,54,1964,774999,15,303.68,774999,330000.00,129.31,8/9/2001,34.015781,-117.812268
963,Single Family Residential,Westlake Village,4,2,1858,7600,4.09,41,1977,720000,35,387.51,720000,525000.00,282.56,8/10/2012,34.154848,-118.8409
964,Townhouse,Irvine,2,2,1682,1682,1,30,1988,610000,266,362.66,610000,570000.00,338.88,7/13/2005,33.653876,-117.837216
965,Single Family Residential,Diamond Bar,6,5,6312,26568,4.21,29,1989,2990000,134,473.7,2990000,1000000.00,158.43,5/14/2002,33.979727,-117.819551
